<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
US2.ADBE;D;20101018;000000;27.80000;28.19000;27.48000;28.06000
US2.ADBE;D;20101019;000000;27.67000;27.93500;27.32000;27.58000
US2.ADBE;D;20101020;000000;27.71000;28.40000;27.46000;28.21000
US2.ADBE;D;20101021;000000;28.32000;28.35000;27.26000;27.70000
US2.ADBE;D;20101022;000000;27.70020;28.25000;27.58000;28.21000
US2.ADBE;D;20101025;000000;28.19000;28.40000;27.85000;28.20000
US2.ADBE;D;20101026;000000;28.05000;28.77000;27.95000;28.14000
US2.ADBE;D;20101027;000000;27.93000;28.23000;27.80000;28.17000
US2.ADBE;D;20101028;000000;28.28000;28.30000;27.95000;28.10000
US2.ADBE;D;20101029;000000;28.16000;28.36000;28.03000;28.15000
US2.ADBE;D;20101101;000000;28.32000;28.48000;28.00000;28.22000
US2.ADBE;D;20101102;000000;28.38000;29.15000;28.23000;29.02000
US2.ADBE;D;20101103;000000;28.99000;29.09000;28.52000;28.80000
US2.ADBE;D;20101104;000000;29.10000;29.49000;29.07000;29.46000
US2.ADBE;D;20101105;000000;29.43000;29.71000;29.07000;29.14000
US2.ADBE;D;20101108;000000;29.05000;29.35000;28.88000;29.29000
US2.ADBE;D;20101109;000000;29.35000;29.85000;29.34000;29.49000
US2.ADBE;D;20101110;000000;29.54000;29.90000;29.35000;29.79000
US2.ADBE;D;20101111;000000;29.45000;29.95000;29.18000;29.94000
US2.ADBE;D;20101112;000000;29.69000;29.85000;29.15000;29.54000
US2.ADBE;D;20101115;000000;29.53000;29.82000;29.40000;29.51000
US2.ADBE;D;20101116;000000;29.22000;29.49000;28.88500;29.02000
US2.ADBE;D;20101117;000000;28.99000;29.27500;28.66000;28.90000
US2.ADBE;D;20101118;000000;29.10010;29.47000;28.68000;28.68000
US2.ADBE;D;20101119;000000;28.66050;29.19500;28.62000;28.86000
US2.ADBE;D;20101122;000000;28.70000;29.23000;28.55000;29.18000
US2.ADBE;D;20101123;000000;28.78000;28.78000;27.49000;28.19000
US2.ADBE;D;20101124;000000;28.33000;28.77250;28.25000;28.40000
US2.ADBE;D;20101126;000000;28.12010;28.79000;27.98000;28.72000
US2.ADBE;D;20101129;000000;28.42000;28.67000;27.98000;28.36000
US2.ADBE;D;20101130;000000;27.97000;28.13000;27.66000;27.80000
US2.ADBE;D;20101201;000000;28.15000;28.58000;28.15000;28.37000
US2.ADBE;D;20101202;000000;28.47000;29.13000;28.36000;29.10000
US2.ADBE;D;20101203;000000;29.01000;29.28000;28.93000;29.14000
