<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
USDRUB;0;20100122;044115;29.71450;0
USDRUB;0;20100122;044147;29.71350;0
USDRUB;0;20100122;044201;29.71150;0
USDRUB;0;20100122;044227;29.70650;0
USDRUB;0;20100122;044302;29.70800;0
USDRUB;0;20100122;044329;29.71150;0
USDRUB;0;20100122;044401;29.71050;0
USDRUB;0;20100122;044445;29.70450;0
USDRUB;0;20100122;044515;29.70550;0
USDRUB;0;20100122;044546;29.70950;0
USDRUB;0;20100122;044629;29.70800;0
USDRUB;0;20100122;044636;29.70850;0
USDRUB;0;20100122;044644;29.70950;0
USDRUB;0;20100122;044716;29.70850;0
USDRUB;0;20100122;044748;29.70650;0
USDRUB;0;20100122;044829;29.71050;0
USDRUB;0;20100122;044915;29.71350;0
USDRUB;0;20100122;044925;29.71150;0
USDRUB;0;20100122;045001;29.71250;0
USDRUB;0;20100122;045001;29.72100;0
USDRUB;0;20100122;045045;29.70800;0
USDRUB;0;20100122;045053;29.70850;0
USDRUB;0;20100122;045116;29.70650;0
USDRUB;0;20100122;045203;29.70550;0
USDRUB;0;20100122;045315;29.70050;0
USDRUB;0;20100122;045329;29.69900;0
USDRUB;0;20100122;045352;29.69950;0
USDRUB;0;20100122;045357;29.70050;0
USDRUB;0;20100122;045412;29.70150;0
USDRUB;0;20100122;045446;29.70450;0
USDRUB;0;20100122;045516;29.70650;0
USDRUB;0;20100122;045525;29.70800;0
USDRUB;0;20100122;045537;29.70850;0
USDRUB;0;20100122;045600;29.70350;0
USDRUB;0;20100122;045629;29.70550;0
USDRUB;0;20100122;045700;29.70650;0
USDRUB;0;20100122;045729;29.70950;0
USDRUB;0;20100122;045741;29.70550;0
USDRUB;0;20100122;045757;29.70650;0
USDRUB;0;20100122;045825;29.70550;0
USDRUB;0;20100122;045904;29.70450;0
USDRUB;0;20100122;045915;29.70550;0
USDRUB;0;20100122;045949;29.70350;0
USDRUB;0;20100122;050002;29.71800;0
USDRUB;0;20100122;050034;29.70450;0
USDRUB;0;20100122;050049;29.70650;0
USDRUB;0;20100122;050118;29.70450;0
USDRUB;0;20100122;050145;29.70250;0
USDRUB;0;20100122;050234;29.69750;0
USDRUB;0;20100122;050305;29.70250;0
USDRUB;0;20100122;050315;29.69450;0
USDRUB;0;20100122;050330;29.70450;0
USDRUB;0;20100122;050350;29.70350;0
USDRUB;0;20100122;050418;29.70550;0
USDRUB;0;20100122;050428;29.70650;0
USDRUB;0;20100122;050504;29.70550;0
USDRUB;0;20100122;050514;29.70450;0
USDRUB;0;20100122;050549;29.70250;0
USDRUB;0;20100122;050604;29.70150;0
USDRUB;0;20100122;050649;29.70350;0
USDRUB;0;20100122;050718;29.70250;0
USDRUB;0;20100122;050736;29.70150;0
USDRUB;0;20100122;050804;29.70450;0
USDRUB;0;20100122;050818;29.70350;0
USDRUB;0;20100122;050849;29.70150;0
USDRUB;0;20100122;050904;29.70250;0
USDRUB;0;20100122;050935;29.70350;0
USDRUB;0;20100122;050949;29.70250;0
USDRUB;0;20100122;051001;29.71000;0
USDRUB;0;20100122;051019;29.70150;0
USDRUB;0;20100122;051049;29.70050;0
USDRUB;0;20100122;051134;29.69900;0
USDRUB;0;20100122;051141;29.69950;0
USDRUB;0;20100122;051150;29.70050;0
USDRUB;0;20100122;051202;29.69900;0
USDRUB;0;20100122;051216;29.69950;0
USDRUB;0;20100122;051234;29.70050;0
USDRUB;0;20100122;051246;29.70150;0
USDRUB;0;20100122;051302;29.70250;0
USDRUB;0;20100122;051334;29.70150;0
USDRUB;0;20100122;051350;29.70250;0
USDRUB;0;20100122;051418;29.70350;0
USDRUB;0;20100122;051434;29.70250;0
USDRUB;0;20100122;051505;29.70350;0
USDRUB;0;20100122;051518;29.70250;0
USDRUB;0;20100122;051534;29.70350;0
USDRUB;0;20100122;051604;29.70450;0
USDRUB;0;20100122;051617;29.70550;0
USDRUB;0;20100122;051705;29.70350;0
USDRUB;0;20100122;051717;29.70650;0
USDRUB;0;20100122;051738;29.70450;0
USDRUB;0;20100122;051804;29.70550;0
USDRUB;0;20100122;051820;29.70650;0
USDRUB;0;20100122;051849;29.70800;0
USDRUB;0;20100122;051857;29.70850;0
USDRUB;0;20100122;051935;29.70450;0
USDRUB;0;20100122;052001;29.71500;0
USDRUB;0;20100122;052005;29.70550;0
USDRUB;0;20100122;052034;29.70350;0
USDRUB;0;20100122;052104;29.70450;0
USDRUB;0;20100122;052118;29.70550;0
USDRUB;0;20100122;052130;29.70450;0
USDRUB;0;20100122;052206;29.70650;0
USDRUB;0;20100122;052219;29.70550;0
USDRUB;0;20100122;052250;29.70350;0
USDRUB;0;20100122;052256;29.70450;0
USDRUB;0;20100122;052335;29.70550;0
USDRUB;0;20100122;052420;29.70450;0
USDRUB;0;20100122;052439;29.70550;0
USDRUB;0;20100122;052454;29.70450;0
USDRUB;0;20100122;052523;29.70350;0
USDRUB;0;20100122;052555;29.70550;0
USDRUB;0;20100122;052625;29.70650;0
USDRUB;0;20100122;052639;29.70550;0
USDRUB;0;20100122;052736;29.70450;0
USDRUB;0;20100122;052742;29.70650;0
USDRUB;0;20100122;052757;29.70550;0
USDRUB;0;20100122;052826;29.70650;0
USDRUB;0;20100122;052842;29.70550;0
USDRUB;0;20100122;052857;29.70450;0
USDRUB;0;20100122;052926;29.70650;0
USDRUB;0;20100122;052957;29.70850;0
USDRUB;0;20100122;053003;29.72100;0
USDRUB;0;20100122;053028;29.70950;0
USDRUB;0;20100122;053100;29.71150;0
USDRUB;0;20100122;053126;29.71250;0
USDRUB;0;20100122;053143;29.71050;0
USDRUB;0;20100122;053212;29.71150;0
USDRUB;0;20100122;053242;29.71050;0
USDRUB;0;20100122;053253;29.71350;0
USDRUB;0;20100122;053326;29.71250;0
USDRUB;0;20100122;053357;29.71150;0
USDRUB;0;20100122;053427;29.71050;0
USDRUB;0;20100122;053513;29.71250;0
USDRUB;0;20100122;053528;29.71350;0
USDRUB;0;20100122;053542;29.71250;0
USDRUB;0;20100122;053612;29.71450;0
USDRUB;0;20100122;053644;29.71350;0
USDRUB;0;20100122;053657;29.71450;0
USDRUB;0;20100122;053726;29.71250;0
USDRUB;0;20100122;053736;29.71450;0
USDRUB;0;20100122;053757;29.71150;0
USDRUB;0;20100122;053927;29.71050;0
USDRUB;0;20100122;053936;29.70450;0
USDRUB;0;20100122;053954;29.71250;0
USDRUB;0;20100122;054001;29.72000;0
USDRUB;0;20100122;054012;29.71150;0
USDRUB;0;20100122;054029;29.70950;0
USDRUB;0;20100122;054042;29.71150;0
USDRUB;0;20100122;054057;29.70950;0
USDRUB;0;20100122;054126;29.71150;0
USDRUB;0;20100122;054200;29.71050;0
USDRUB;0;20100122;054229;29.70850;0
USDRUB;0;20100122;054302;29.70350;0
USDRUB;0;20100122;054347;29.70250;0
USDRUB;0;20100122;054356;29.70450;0
USDRUB;0;20100122;054415;29.70350;0
USDRUB;0;20100122;054445;29.70450;0
USDRUB;0;20100122;054502;29.70350;0
USDRUB;0;20100122;054530;29.70250;0
USDRUB;0;20100122;054546;29.70350;0
USDRUB;0;20100122;054617;29.70450;0
USDRUB;0;20100122;054649;29.70050;0
USDRUB;0;20100122;054716;29.70080;0
USDRUB;0;20100122;054748;29.70550;0
USDRUB;0;20100122;054816;29.70350;0
USDRUB;0;20100122;054917;29.70250;0
USDRUB;0;20100122;054933;29.70350;0
USDRUB;0;20100122;054948;29.70250;0
USDRUB;0;20100122;055001;29.71400;0
USDRUB;0;20100122;055003;29.70350;0
USDRUB;0;20100122;055048;29.70450;0
USDRUB;0;20100122;055118;29.70550;0
USDRUB;0;20100122;055148;29.70450;0
USDRUB;0;20100122;055204;29.70650;0
USDRUB;0;20100122;055235;29.70450;0
USDRUB;0;20100122;055333;29.70350;0
USDRUB;0;20100122;055348;29.70250;0
USDRUB;0;20100122;055419;29.70350;0
USDRUB;0;20100122;055448;29.70450;0
USDRUB;0;20100122;055503;29.70250;0
USDRUB;0;20100122;055533;29.70650;0
USDRUB;0;20100122;055603;29.70450;0
USDRUB;0;20100122;055617;29.70550;0
USDRUB;0;20100122;055638;29.70450;0
USDRUB;0;20100122;055733;29.70550;0
USDRUB;0;20100122;055803;29.70650;0
USDRUB;0;20100122;055817;29.70550;0
USDRUB;0;20100122;055848;29.70650;0
USDRUB;0;20100122;055948;29.70650;0
USDRUB;0;20100122;060002;29.71500;0
USDRUB;0;20100122;060505;29.75500;0
USDRUB;0;20100122;060657;29.70450;0
USDRUB;0;20100122;061001;29.71500;0
USDRUB;0;20100122;062001;29.71600;0
USDRUB;0;20100122;062656;29.72450;0
USDRUB;0;20100122;062856;29.71450;0
USDRUB;0;20100122;063003;29.72300;0
USDRUB;0;20100122;064001;29.71800;0
USDRUB;0;20100122;065001;29.72500;0
USDRUB;0;20100122;070004;29.72300;0
USDRUB;0;20100122;070058;29.75500;0
USDRUB;0;20100122;071001;29.72500;0
USDRUB;0;20100122;072001;29.72900;0
USDRUB;0;20100122;073002;29.72100;0
USDRUB;0;20100122;074000;29.72500;0
USDRUB;0;20100122;074355;29.70450;0
USDRUB;0;20100122;074555;29.71450;0
USDRUB;0;20100122;074714;29.71480;0
USDRUB;0;20100122;075000;29.72400;0
USDRUB;0;20100122;080001;29.72500;0
USDRUB;0;20100122;080036;29.71450;0
USDRUB;0;20100122;081001;29.72500;0
USDRUB;0;20100122;082001;29.71700;0
USDRUB;0;20100122;083002;29.72200;0
USDRUB;0;20100122;084001;29.72500;0
USDRUB;0;20100122;085001;29.72700;0
USDRUB;0;20100122;090002;29.72500;0
USDRUB;0;20100122;090921;29.72000;0
USDRUB;0;20100122;091001;29.72100;0
USDRUB;0;20100122;091743;29.72000;0
USDRUB;0;20100122;092001;29.72200;0
USDRUB;0;20100122;092604;29.72000;0
USDRUB;0;20100122;093001;29.72100;0
USDRUB;0;20100122;094016;29.72300;0
USDRUB;0;20100122;094246;29.72000;0
USDRUB;0;20100122;094630;29.70350;0
USDRUB;0;20100122;094718;29.70380;0
USDRUB;0;20100122;095001;29.71400;0
USDRUB;0;20100122;095107;29.71200;0
USDRUB;0;20100122;095113;29.70450;0
USDRUB;0;20100122;095858;29.71450;0
USDRUB;0;20100122;095928;29.72300;0
USDRUB;0;20100122;095937;29.71550;0
USDRUB;0;20100122;095946;29.71450;0
USDRUB;0;20100122;100002;29.72300;0
USDRUB;0;20100122;100008;29.71750;0
USDRUB;0;20100122;100335;29.74750;0
USDRUB;0;20100122;100357;29.74330;0
USDRUB;0;20100122;100423;29.73410;0
USDRUB;0;20100122;100438;29.72330;0
USDRUB;0;20100122;100513;29.73700;0
USDRUB;0;20100122;100527;29.74200;0
USDRUB;0;20100122;100545;29.74850;0
USDRUB;0;20100122;100549;29.75350;0
USDRUB;0;20100122;100558;29.75080;0
USDRUB;0;20100122;100656;29.75750;0
USDRUB;0;20100122;100712;29.80200;0
USDRUB;0;20100122;100729;29.80550;0
USDRUB;0;20100122;100746;29.81250;0
USDRUB;0;20100122;100749;29.82000;0
USDRUB;0;20100122;100753;29.81300;0
USDRUB;0;20100122;100803;29.81250;0
USDRUB;0;20100122;100815;29.80750;0
USDRUB;0;20100122;100825;29.80450;0
USDRUB;0;20100122;100834;29.80320;0
USDRUB;0;20100122;100844;29.80450;0
USDRUB;0;20100122;100855;29.79750;0
USDRUB;0;20100122;100918;29.80450;0
USDRUB;0;20100122;100925;29.78750;0
USDRUB;0;20100122;100934;29.79250;0
USDRUB;0;20100122;100940;29.78750;0
USDRUB;0;20100122;100949;29.79050;0
USDRUB;0;20100122;101001;29.80100;0
USDRUB;0;20100122;101022;29.79200;0
USDRUB;0;20100122;101028;29.78750;0
USDRUB;0;20100122;101037;29.79550;0
USDRUB;0;20100122;101046;29.79050;0
USDRUB;0;20100122;101054;29.79750;0
USDRUB;0;20100122;101102;29.78750;0
USDRUB;0;20100122;101112;29.79500;0
USDRUB;0;20100122;101118;29.79750;0
USDRUB;0;20100122;101129;29.79000;0
USDRUB;0;20100122;101137;29.77960;0
USDRUB;0;20100122;101144;29.78350;0
USDRUB;0;20100122;101153;29.78000;0
USDRUB;0;20100122;101209;29.77700;0
USDRUB;0;20100122;101240;29.77200;0
USDRUB;0;20100122;101247;29.78250;0
USDRUB;0;20100122;101254;29.76050;0
USDRUB;0;20100122;101300;29.76750;0
USDRUB;0;20100122;101309;29.75710;0
USDRUB;0;20100122;101313;29.76750;0
USDRUB;0;20100122;101324;29.75700;0
USDRUB;0;20100122;101345;29.75450;0
USDRUB;0;20100122;101353;29.75550;0
USDRUB;0;20100122;101403;29.75450;0
USDRUB;0;20100122;101423;29.75350;0
USDRUB;0;20100122;101429;29.75850;0
USDRUB;0;20100122;101437;29.75450;0
USDRUB;0;20100122;101447;29.75850;0
USDRUB;0;20100122;101501;29.76050;0
USDRUB;0;20100122;101509;29.75250;0
USDRUB;0;20100122;101516;29.75550;0
USDRUB;0;20100122;101523;29.75150;0
USDRUB;0;20100122;101538;29.75050;0
USDRUB;0;20100122;101545;29.74650;0
USDRUB;0;20100122;101602;29.75650;0
USDRUB;0;20100122;101607;29.74780;0
USDRUB;0;20100122;101609;29.75700;0
USDRUB;0;20100122;101617;29.74800;0
USDRUB;0;20100122;101621;29.74780;0
USDRUB;0;20100122;101627;29.74750;0
USDRUB;0;20100122;101644;29.75550;0
USDRUB;0;20100122;101654;29.75750;0
USDRUB;0;20100122;101710;29.75420;0
USDRUB;0;20100122;101715;29.75050;0
USDRUB;0;20100122;101727;29.75650;0
USDRUB;0;20100122;101739;29.75810;0
USDRUB;0;20100122;101751;29.75650;0
USDRUB;0;20100122;101757;29.75330;0
USDRUB;0;20100122;101805;29.74830;0
USDRUB;0;20100122;101821;29.75310;0
USDRUB;0;20100122;101830;29.74830;0
USDRUB;0;20100122;101840;29.75450;0
USDRUB;0;20100122;101849;29.75750;0
USDRUB;0;20100122;101853;29.75220;0
USDRUB;0;20100122;101901;29.75250;0
USDRUB;0;20100122;101905;29.75210;0
USDRUB;0;20100122;101912;29.76250;0
USDRUB;0;20100122;101933;29.75150;0
USDRUB;0;20100122;101936;29.75200;0
USDRUB;0;20100122;101946;29.75350;0
USDRUB;0;20100122;101953;29.75080;0
USDRUB;0;20100122;102001;29.76100;0
USDRUB;0;20100122;102003;29.75150;0
USDRUB;0;20100122;102047;29.76250;0
USDRUB;0;20100122;102053;29.75750;0
USDRUB;0;20100122;102108;29.75700;0
USDRUB;0;20100122;102114;29.76450;0
USDRUB;0;20100122;102123;29.75340;0
USDRUB;0;20100122;102143;29.76400;0
USDRUB;0;20100122;102149;29.75340;0
USDRUB;0;20100122;102202;29.75550;0
USDRUB;0;20100122;102209;29.75850;0
USDRUB;0;20100122;102216;29.76250;0
USDRUB;0;20100122;102224;29.75650;0
USDRUB;0;20100122;102236;29.75460;0
USDRUB;0;20100122;102254;29.75700;0
USDRUB;0;20100122;102300;29.75650;0
USDRUB;0;20100122;102309;29.76050;0
USDRUB;0;20100122;102345;29.75950;0
USDRUB;0;20100122;102358;29.75550;0
USDRUB;0;20100122;102411;29.75750;0
USDRUB;0;20100122;102420;29.75440;0
USDRUB;0;20100122;102431;29.75750;0
USDRUB;0;20100122;102431;29.76500;0
USDRUB;0;20100122;102437;29.75200;0
USDRUB;0;20100122;102445;29.76000;0
USDRUB;0;20100122;102455;29.75050;0
USDRUB;0;20100122;102518;29.75450;0
USDRUB;0;20100122;102524;29.75350;0
USDRUB;0;20100122;102546;29.76000;0
USDRUB;0;20100122;102553;29.74850;0
USDRUB;0;20100122;102559;29.76000;0
USDRUB;0;20100122;102608;29.74900;0
USDRUB;0;20100122;102616;29.75250;0
USDRUB;0;20100122;102627;29.74680;0
USDRUB;0;20100122;102631;29.75050;0
USDRUB;0;20100122;102646;29.74950;0
USDRUB;0;20100122;102655;29.74830;0
USDRUB;0;20100122;102712;29.75150;0
USDRUB;0;20100122;102720;29.74830;0
USDRUB;0;20100122;102730;29.75150;0
USDRUB;0;20100122;102737;29.74960;0
USDRUB;0;20100122;102753;29.74210;0
USDRUB;0;20100122;102817;29.75150;0
USDRUB;0;20100122;102842;29.74570;0
USDRUB;0;20100122;102852;29.74850;0
USDRUB;0;20100122;102859;29.74570;0
USDRUB;0;20100122;102908;29.74700;0
USDRUB;0;20100122;102923;29.74580;0
USDRUB;0;20100122;102940;29.74900;0
USDRUB;0;20100122;102946;29.74570;0
USDRUB;0;20100122;102955;29.75070;0
USDRUB;0;20100122;103001;29.75000;0
USDRUB;0;20100122;103010;29.75200;0
USDRUB;0;20100122;103015;29.74580;0
USDRUB;0;20100122;103038;29.75070;0
USDRUB;0;20100122;103047;29.75450;0
USDRUB;0;20100122;103052;29.74950;0
USDRUB;0;20100122;103109;29.74710;0
USDRUB;0;20100122;103117;29.74950;0
USDRUB;0;20100122;103133;29.75250;0
USDRUB;0;20100122;103142;29.75300;0
USDRUB;0;20100122;103148;29.75050;0
USDRUB;0;20100122;103157;29.74590;0
USDRUB;0;20100122;103212;29.74900;0
USDRUB;0;20100122;103220;29.73750;0
USDRUB;0;20100122;103225;29.73460;0
USDRUB;0;20100122;103252;29.74500;0
USDRUB;0;20100122;103254;29.73800;0
USDRUB;0;20100122;103309;29.73460;0
USDRUB;0;20100122;103334;29.73830;0
USDRUB;0;20100122;103348;29.74150;0
USDRUB;0;20100122;103431;29.74050;0
USDRUB;0;20100122;103453;29.73950;0
USDRUB;0;20100122;103505;29.74150;0
USDRUB;0;20100122;103551;29.74050;0
USDRUB;0;20100122;103555;29.73700;0
USDRUB;0;20100122;103614;29.73950;0
USDRUB;0;20100122;103625;29.74000;0
USDRUB;0;20100122;103634;29.73950;0
USDRUB;0;20100122;103642;29.74440;0
USDRUB;0;20100122;103646;29.74350;0
USDRUB;0;20100122;103653;29.74070;0
USDRUB;0;20100122;103701;29.74050;0
USDRUB;0;20100122;103715;29.74350;0
USDRUB;0;20100122;103739;29.73840;0
USDRUB;0;20100122;103746;29.74200;0
USDRUB;0;20100122;103755;29.73960;0
USDRUB;0;20100122;103801;29.74350;0
USDRUB;0;20100122;103811;29.74700;0
USDRUB;0;20100122;103820;29.74550;0
USDRUB;0;20100122;103827;29.74210;0
USDRUB;0;20100122;103833;29.74750;0
USDRUB;0;20100122;103853;29.74340;0
USDRUB;0;20100122;103926;29.74220;0
USDRUB;0;20100122;103931;29.74340;0
USDRUB;0;20100122;103936;29.74550;0
USDRUB;0;20100122;103953;29.74210;0
USDRUB;0;20100122;104001;29.74550;0
USDRUB;0;20100122;104001;29.75400;0
USDRUB;0;20100122;104021;29.74210;0
USDRUB;0;20100122;104034;29.74090;0
USDRUB;0;20100122;104041;29.74350;0
USDRUB;0;20100122;104050;29.74080;0
USDRUB;0;20100122;104059;29.74650;0
USDRUB;0;20100122;104104;29.74210;0
USDRUB;0;20100122;104110;29.74850;0
USDRUB;0;20100122;104113;29.75500;0
USDRUB;0;20100122;104114;29.74950;0
USDRUB;0;20100122;104121;29.74580;0
USDRUB;0;20100122;104144;29.74650;0
USDRUB;0;20100122;104156;29.74750;0
USDRUB;0;20100122;104210;29.74460;0
USDRUB;0;20100122;104221;29.74530;0
USDRUB;0;20100122;104232;29.74580;0
USDRUB;0;20100122;104251;29.74530;0
USDRUB;0;20100122;104311;29.75150;0
USDRUB;0;20100122;104314;29.74850;0
USDRUB;0;20100122;104323;29.74480;0
USDRUB;0;20100122;104340;29.74650;0
USDRUB;0;20100122;104358;29.74330;0
USDRUB;0;20100122;104409;29.74320;0
USDRUB;0;20100122;104425;29.74080;0
USDRUB;0;20100122;104436;29.74450;0
USDRUB;0;20100122;104503;29.74650;0
USDRUB;0;20100122;104511;29.74450;0
USDRUB;0;20100122;104542;29.73470;0
USDRUB;0;20100122;104600;29.73850;0
USDRUB;0;20100122;104609;29.73950;0
USDRUB;0;20100122;104621;29.73910;0
USDRUB;0;20100122;104628;29.73950;0
USDRUB;0;20100122;104643;29.74150;0
USDRUB;0;20100122;104655;29.73750;0
USDRUB;0;20100122;104702;29.73950;0
USDRUB;0;20100122;104716;29.73980;0
USDRUB;0;20100122;104724;29.73650;0
USDRUB;0;20100122;104755;29.74150;0
USDRUB;0;20100122;104803;29.73430;0
USDRUB;0;20100122;104814;29.72950;0
USDRUB;0;20100122;104837;29.72460;0
USDRUB;0;20100122;104853;29.71710;0
USDRUB;0;20100122;104901;29.72250;0
USDRUB;0;20100122;104914;29.72100;0
USDRUB;0;20100122;104922;29.72250;0
USDRUB;0;20100122;104927;29.72050;0
USDRUB;0;20100122;104933;29.72900;0
USDRUB;0;20100122;104934;29.71710;0
USDRUB;0;20100122;104956;29.71460;0
USDRUB;0;20100122;105001;29.72300;0
USDRUB;0;20100122;105007;29.71450;0
USDRUB;0;20100122;105014;29.72450;0
USDRUB;0;20100122;105044;29.71050;0
USDRUB;0;20100122;105056;29.71300;0
USDRUB;0;20100122;105103;29.71050;0
USDRUB;0;20100122;105111;29.70960;0
USDRUB;0;20100122;105114;29.71250;0
USDRUB;0;20100122;105127;29.71070;0
USDRUB;0;20100122;105129;29.71400;0
USDRUB;0;20100122;105155;29.71200;0
USDRUB;0;20100122;105201;29.71550;0
USDRUB;0;20100122;105208;29.71200;0
USDRUB;0;20100122;105243;29.71450;0
USDRUB;0;20100122;105310;29.71550;0
USDRUB;0;20100122;105327;29.71210;0
USDRUB;0;20100122;105336;29.71330;0
USDRUB;0;20100122;105347;29.71650;0
USDRUB;0;20100122;105357;29.71450;0
USDRUB;0;20100122;105403;29.71650;0
USDRUB;0;20100122;105410;29.71150;0
USDRUB;0;20100122;105424;29.70590;0
USDRUB;0;20100122;105432;29.70850;0
USDRUB;0;20100122;105443;29.70050;0
USDRUB;0;20100122;105448;29.70550;0
USDRUB;0;20100122;105455;29.69830;0
USDRUB;0;20100122;105511;29.69700;0
USDRUB;0;20100122;105526;29.69750;0
USDRUB;0;20100122;105539;29.69490;0
USDRUB;0;20100122;105545;29.69850;0
USDRUB;0;20100122;105557;29.68750;0
USDRUB;0;20100122;105607;29.69190;0
USDRUB;0;20100122;105612;29.69550;0
USDRUB;0;20100122;105625;29.68700;0
USDRUB;0;20100122;105641;29.69250;0
USDRUB;0;20100122;105659;29.69050;0
USDRUB;0;20100122;105708;29.68950;0
USDRUB;0;20100122;105713;29.69450;0
USDRUB;0;20100122;105726;29.68950;0
USDRUB;0;20100122;105754;29.69700;0
USDRUB;0;20100122;105809;29.68580;0
USDRUB;0;20100122;105839;29.69450;0
USDRUB;0;20100122;105848;29.69250;0
USDRUB;0;20100122;105903;29.69750;0
USDRUB;0;20100122;105919;29.69050;0
USDRUB;0;20100122;105924;29.68750;0
USDRUB;0;20100122;105934;29.69100;0
USDRUB;0;20100122;105937;29.69320;0
USDRUB;0;20100122;105952;29.68380;0
USDRUB;0;20100122;110003;29.68850;0
USDRUB;0;20100122;110004;29.70000;0
USDRUB;0;20100122;110010;29.68700;0
USDRUB;0;20100122;110031;29.68900;0
USDRUB;0;20100122;110056;29.69210;0
USDRUB;0;20100122;110102;29.68700;0
USDRUB;0;20100122;110111;29.68830;0
USDRUB;0;20100122;110117;29.69450;0
USDRUB;0;20100122;110122;29.69080;0
USDRUB;0;20100122;110140;29.69330;0
USDRUB;0;20100122;110153;29.69150;0
USDRUB;0;20100122;110208;29.68730;0
USDRUB;0;20100122;110214;29.69050;0
USDRUB;0;20100122;110229;29.69110;0
USDRUB;0;20100122;110237;29.69340;0
USDRUB;0;20100122;110248;29.69700;0
USDRUB;0;20100122;110255;29.69210;0
USDRUB;0;20100122;110324;29.69580;0
USDRUB;0;20100122;110345;29.69950;0
USDRUB;0;20100122;110352;29.70550;0
USDRUB;0;20100122;110357;29.70710;0
USDRUB;0;20100122;110407;29.70950;0
USDRUB;0;20100122;110424;29.71200;0
USDRUB;0;20100122;110430;29.71550;0
USDRUB;0;20100122;110453;29.71450;0
USDRUB;0;20100122;110525;29.71570;0
USDRUB;0;20100122;110534;29.71900;0
USDRUB;0;20100122;110540;29.71600;0
USDRUB;0;20100122;110549;29.71900;0
USDRUB;0;20100122;110602;29.71950;0
USDRUB;0;20100122;110610;29.71660;0
USDRUB;0;20100122;110616;29.72500;0
USDRUB;0;20100122;110622;29.71650;0
USDRUB;0;20100122;110625;29.71660;0
USDRUB;0;20100122;110635;29.72050;0
USDRUB;0;20100122;110638;29.71200;0
USDRUB;0;20100122;110655;29.70710;0
USDRUB;0;20100122;110658;29.71050;0
USDRUB;0;20100122;110740;29.70700;0
USDRUB;0;20100122;110757;29.71050;0
USDRUB;0;20100122;110806;29.70960;0
USDRUB;0;20100122;110814;29.71300;0
USDRUB;0;20100122;110825;29.70760;0
USDRUB;0;20100122;110846;29.71250;0
USDRUB;0;20100122;110903;29.71350;0
USDRUB;0;20100122;110916;29.71550;0
USDRUB;0;20100122;110942;29.70950;0
USDRUB;0;20100122;110950;29.71250;0
USDRUB;0;20100122;110954;29.70830;0
USDRUB;0;20100122;111001;29.72300;0
USDRUB;0;20100122;111001;29.71150;0
USDRUB;0;20100122;111009;29.70830;0
USDRUB;0;20100122;111027;29.70960;0
USDRUB;0;20100122;111039;29.70910;0
USDRUB;0;20100122;111048;29.70950;0
USDRUB;0;20100122;111103;29.71550;0
USDRUB;0;20100122;111117;29.71950;0
USDRUB;0;20100122;111125;29.71830;0
USDRUB;0;20100122;111129;29.71330;0
USDRUB;0;20100122;111138;29.72450;0
USDRUB;0;20100122;111157;29.72440;0
USDRUB;0;20100122;111203;29.72550;0
USDRUB;0;20100122;111209;29.72210;0
USDRUB;0;20100122;111225;29.72080;0
USDRUB;0;20100122;111231;29.72450;0
USDRUB;0;20100122;111251;29.72010;0
USDRUB;0;20100122;111258;29.72350;0
USDRUB;0;20100122;111306;29.72450;0
USDRUB;0;20100122;111326;29.72050;0
USDRUB;0;20100122;111339;29.71250;0
USDRUB;0;20100122;111355;29.71550;0
USDRUB;0;20100122;111410;29.72050;0
USDRUB;0;20100122;111436;29.72800;0
USDRUB;0;20100122;111443;29.71550;0
USDRUB;0;20100122;111455;29.71160;0
USDRUB;0;20100122;111503;29.71500;0
USDRUB;0;20100122;111507;29.71150;0
USDRUB;0;20100122;111525;29.71700;0
USDRUB;0;20100122;111531;29.71750;0
USDRUB;0;20100122;111541;29.71850;0
USDRUB;0;20100122;111546;29.71750;0
USDRUB;0;20100122;111655;29.71350;0
USDRUB;0;20100122;111706;29.71340;0
USDRUB;0;20100122;111724;29.71650;0
USDRUB;0;20100122;111746;29.71750;0
USDRUB;0;20100122;111754;29.71330;0
USDRUB;0;20100122;111801;29.71700;0
USDRUB;0;20100122;111810;29.71300;0
USDRUB;0;20100122;111823;29.71310;0
USDRUB;0;20100122;111834;29.71300;0
USDRUB;0;20100122;111849;29.72150;0
USDRUB;0;20100122;111854;29.71950;0
USDRUB;0;20100122;111909;29.72150;0
USDRUB;0;20100122;111919;29.72650;0
USDRUB;0;20100122;111926;29.72210;0
USDRUB;0;20100122;111932;29.72550;0
USDRUB;0;20100122;111941;29.72200;0
USDRUB;0;20100122;111952;29.72150;0
USDRUB;0;20100122;111956;29.72700;0
USDRUB;0;20100122;112000;29.73400;0
